CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	STEDT_ID	SEMANTIC_CATEGORY	LINE_IN_SOURCE
2400	THEIR	their	1089	8/2.3.2	5492
2401	PICTURE	picture	32147	9f/	6289
2403	TOY	toy	55720	9d/	6192
2406	HOME	home	197759	9c/6	5985
2407	BIRTHDAY	birthday	68914	1a/1.2	12
2408	CAKE	cake	465	9b/	5818
2409	BROWN	brown	178	6b/	4843
241	TREE STUMP	stump	1037	2b.1/1.2	1478
2410	GOOD-LOOKING	pretty	21126	5c/3.2	3912
2411	HURT (SOMEBODY)	hurt	1735	1a/1.5.1	63
2412	THANK (SOMEBODY)	thank	2035	5f/11	4681
242	COST	cost	1552	9d/	6078
2422	SOMEONE	someone	1105	3a/2	2471
2423	CHANNEL	channel	951	2c.1/4	2189
2424	MEMBER	member	291832	3a/	2591
2427	FUTURE	future	185481	6i/4	5230
243	FRESH	fresh	1229	5c/8.1	4084
2432	MARRIAGE	marriage	18809	9d/	6129
244	LEFT	left	182663	1a/5.	340
2440	PINEAPPLE	pineapple	272744	2b.1/3.2	1574
2444	KINGFISHER	kingfisher	307387	2a.1/11.2	1152
2445	PAPAYA	papaya	157152	2b.1/3.2	1568
2447	WOODPECKER	woodpecker	61828	2a.1/11.2	1179
245	BROOM	broom	202400	9a/2	5606
2451	FOURTEEN	fourteen	227084	6h/	5094
2452	PURPLE	purple	301498	6b/	4857
2453	SEVENTEEN	seventeen	227237	6h/	5128
2454	SIXTEEN	sixteen	227186	6h/	5134
2457	PATH OR ROAD	way	69177	6j/8	5337
2459	GRINDSTONE	millstone	277367	2b.2/	2061
246	THRUST	thrust	55753	4b.4/2	3207
2462	WINNOWING	winnow	212702	2b.2/	2077
2466	WEIGHT	weight	18357	6g/	5054
2467	GAME	game	154380	9d/	6109
2468	BAG	bag	388	1a/9.7	744
2469	AGAINST	against	314013	8/1	5438
2470	DEAR	dear	152919	5c/8.3	4137
2471	LADY	lady	69028	3a/5	2537
2472	SUCKLE (BREASTFEED, NURSE)	suckle	35740	1a/3.2.1	230
2473	HIS (GENITIVE OF HE)	his	55431	3a/2	2459
2475	MALE GOAT	he-goat	69003	2a.1/4	1370
2477	YAK	yak	233111	2a.1/1	1098
248	HAPPEN	happen	176842	5b/	3679
2482	TOGETHER	together	12163	8/1.1	5462
2483	COLD (OF WEATHER)	cool	225146	5c/2.4	3805
2486	HIDE	hide	1726	1a/6.5.1	523
249	FOG	fog	180572	2c.1/1	2083
2493	BOIL	boil	219303	4b.3/	3106
2495	ELEPHANT TUSK	tusks	179908	1a/3.4.1	249
2497	RATTAN	rattan	35203	2b.1/3.3.4	1975
2498	OPIUM	opium	502	2b.1/3.3.2	1795
2499	KAPOK TREE	kapok	436581	2b.1/1.1	1437
25	DIRT	dirt	59070	2c.1/12	2150
2500	GINGER	ginger	190721	2b.1/3.2	1552
2501	RICE HUSK	husk	200666	2b.1/1.2	1456
2502	GONG	gong	205664	9a/	5696
2504	DIFFERENT	different	1205	5c/7.1	4057
2505	BEDROOM	bedroom	35856	9c/2	5910
2506	LOOSE	loose	1798	5c/5.1	3989
2508	PANGOLIN	pangolin	11488	2a.1/15	1315
2509	EXCHANGE	exchange	215405	4f.4/	3576
251	SHARPEN (SOMETHING)	sharpen	212600	4c.4/1	3320
2510	PORCUPINE	porcupine	11484	2a.1/16	1323
2511	GIBBON	gibbon	11140	2a.1/10	1100
2512	CHICK	chick	22116	2a.1/11.1	1114
2514	SPOUSE	spouse	159257	3b/4	2658
2517	CROWDED	crowded	32304	5c/6.2	4050
2519	SEEING (VISUAL SENSE)	sight	115263	1a/2.6.9	197
252	FRIGHTEN	frighten	1696	5d/1.10.2	4213
2521	FEELING (HAPTIC SENSE)	feeling	213	5e/	4607
2526	POWER	power	246962	1a/1.5	50
2527	ABILITY	ability	29840	5a/	3602
2530	SMART	smart	35185	5d/	4599
2531	BROAD	broad	1183	5c/5.1	3968
2534	DEPTH	depth	295014	6j/2	5278
2537	LENGTH	length	21443	6g/	5046
2539	PIT (POTHOLE)	pit	50375	2b.1/1.2	1463
2540	LIME (MATERIAL)	lime	198116	2b.1/3.2	1561
2541	MIRACLE	miracle	266461	9d/3.2	6054
2542	HERB	herb	18485	2b.1/3.3.1	1684
2543	RAVEN	raven	232749	2a.1/11.2	1169
2544	SHEPHERD	shepherd	158613	3a/3.1.1	2497
2545	HARROW (TOOL)	harrow	290681	9a/1	5580
2546	BORDER	border	721	6j/7	5304
2547	CITY	city	198371	6k/3	5374
2548	BARREL	barrel	151087	9a/	5647
2549	VEHICLE	vehicle	204338	9a/	5798
255	SERVANT	servant	779	3a/10	2397
2553	MISERY	misery	278051	5d/1.5.2	4403
2554	PRINCE (RULER)	prince	36584	3a/5	2539
256	FOOD	food	11732	9b/	5838
2564	PIGLET	piglet	157333	2a.1/3	1360
2566	GELDING	gelding	232881	2a.1/2	1348
2567	CAPON	capon	10340	2a.1/11.1	1113
2569	BUTCHER	butcher	35910	3a/3.1.1	2493
257	WORSHIP	worship	2088	9d/1.3	6025
2570	BEEF	beef	35359	2a.1/1	1081
2571	TRY (TEST)	test	2034	4a/2.1	2879
2572	SENSE (PERCEIVE BY SENSES)	sense	35700	5e/	4621
2576	ALREADY	already	21700	8/1	5439
2577	YET	yet	2141	8/1	5455
2578	PENCIL	pencil	205052	9a/	5743
2579	TOOTHBRUSH	toothbrush	160263	3c/4	2763
258	CALM	calm	161	5c/3.1	3819
2584	BENCH	bench	183	9c/4	5951
2588	GLOBE	globe	290819	6e/	4987
2591	RHINOCEROS	rhinoceros	35200	2a.1/5	1384
2595	CACTUS	cactus	62732	2b.1/4.1	2018
2601	UNICORN	unicorn	328569	2a.1/17	1330
2602	FUNNEL	funnel	344008	9b/	5842
2604	NOOSE	noose	156867	9a/	5736
2605	ASPARAGUS	asparagus	74858	2b.1/3.2	1538
2607	TRIPOD	tripod	11709	9c/6	5988
2617	BULB	bulb	273833	2b.1/1.2	1450
2623	FLAG	flag	205562	9a/	5692
2624	FRAME	frame	274	9f/	6274
2626	NERVE	nerve	10227	1a/6.6.3	564
2627	ORANGE (FRUIT)	orange	64	2b.1/3.2	1567
2628	PLANT STEM	stem	1021	2b.1/1.2	1475
2629	TRAY	tray	46006	9f/	6297
263	HERDSMAN	herdsman	271827	3a/3.1.1	2495
2630	WHIP	whip	201890	9e/	6264
2631	WIRE	wire	161135	9a/	5808
2638	FISHING	fishing	726	2a.1/13	1209
2640	LARVA	maggot	188528	2a.1/14	1278
2643	INK	ink	205154	9a/	5705
2648	HAIR (HEAD)	head hair	11189	1a/2.3	121
265	FOWL	fowl	233851	2a.1/11.1	1122
2651	BE IGNORANT	ignorant	260648	5d/2.5.4	4481
2655	JACKFRUIT	jackfruit	485	2b.1/3.2	1558
2656	MIDNIGHT	midnight	996	6i/3	5211
2657	LADLE	ladle	11280	9b/	5850
2658	COAL	coal	182204	2c.1/5	2231
266	SCALE	fish-scale	148860	1a/6.5.2	528
2662	TOENAIL	toenail	10588	1a/5.17.2	381
2663	UMBILICAL CORD	umbilical cord	10189	1a/9.3	715
2664	SCAB	scab	9948	1a/6.5.3	543
2665	WART	wart	10044	1a/6.5.3	546
2666	SOLE (FOOT)	sole	81	1a/5.6	415
2667	TORSO	torso	80687	1a/4	272
2668	SKELETON	skeleton	570	1a/6.3.1	495
2669	POINT (WITH FINGER)	point	1873	4a/2.2	2911
267	NIT	louse egg	270728	1a/9.1	690
2670	ACROSS	across	49571	6j/8	5318
2680	MACHETE	machete	55561	9a/1	5585
269	COOKED	cooked	224279	9b/	5825
2691	PATERNAL AUNT (FATHER'S SISTER)	satisfy	322728	5d/1.1.3	4209
27	AIR	air	21317	1a/1.2.2	22
270	JUG	jug	285638	9a/	5711
2704	FADE (LOOSE COLOR)	fade	1665	6c/	4910
2705	INHALE	inhale	1748	1b/1.2.2	810
2706	GNAW	gnaw	207449	1b/3.4.4	935
2708	TALK	talk	2027	5f/10.1	4646
2709	FLATTER	flatter	154080	5d/2.5.3	4479
2712	GET DIZZY	dizzy, feel / giddy	432222	5d/1.11.11	4285
2715	DESPISE	despise	1589	5d/1.1.2	4200
2717	STEEP	steep	222086	5c/5.1	4005
272	TONGS	tongs	11728	9a/2	5622
273	DOUGH	dough	48620	9b/	5835
274	KNEAD	knead	233981	9b/	5848
275	PEEL	peel	1853	4c.4/	3347
2753	UNTIL	until	251969	8/1	5454
2754	TOWARDS	towards	2185	6j/8	5336
2755	BUSY	busy	73	5c/3.1	3818
2756	IDLE	idle	1737	5c/3.1	3854
2758	CAREFUL	careful	1185	5d/2.3.1	4456
2759	RECOMMEND	recommend	1914	4a/2.2	2914
2762	BLOCK (THE WAY)	obstruct	1831	4a/	3000
2765	CHERRY	cherry	277247	2b.1/3.2	1544
2766	WATERMELON	watermelon	279724	2b.1/3.2	1589
2769	PORK	pork	233260	2a.1/3	1362
277	SPINDLE	spindle	44546	9a/	5780
2770	JACKET	jacket	285621	3c/2.1.2	2703
2771	SHAWL	shawl	175408	3c/2.1.1	2694
2772	KITCHEN KNIFE	chopper	202706	4c.4/2	3329
278	AWL	awl	150927	9a/3	5625
2783	SCALES (MEASURE INSTRUMENT)	scale	34576	1a/6.5.2	529
279	THATCH	thatch	258	2b.1/3.3.4	1989
2797	SESAME	sesame	11744	2b.1/3.3.1	1708
28	MOISTEN	moisten	1818	4b.3/	3129
2805	BIRTH (ACCOUCHEMENT)	birth	18469	1a/1.2	11
281	POST	pole	197861	6e/	4993
2810	BREASTBONE	breastbone	283854	1a/6.3.2	496
2815	DIALECT	dialect	55598	9d/	6093
2816	ECHO	echo	61719	6a/	4823
2818	FORD (CROSSING)	ford	76960	2c.1/4	2197
2819	GRASSLAND	meadow	156324	2c.1/6	2273
2824	KNUCKLE	knuckle	35599	1a/5.11.5	369
2825	LEFT HANDED	left-handed	29682	1a/5.1	346
2827	MENSTRUATE	menstruate	10674	1a/9.1	692
2828	MOTH	moth	256956	2a.1/14	1283
2837	SWAN	swan	113	2a.1/11.2	1175
2838	TAME	tame	2028	9e/	6256
284	HOE	hoe	200972	9a/1	5581
2842	TURMERIC	turmeric	19112	2b.1/3.3.1	1721
2845	SIZE (OF OBJECT)	size	434974	6f/	5030
2846	MARCH	March	183938	6i/1	5171
2847	APRIL	April	183989	6i/1	5163
2848	MAY (MONTH)	May	184040	6i/1	5172
2849	JUNE	June	184091	6i/1	5170
285	THRESH	thresh	170295	2b.2/	2073
2850	JULY	July	184142	6i/1	5169
2851	AUGUST	August	184193	6i/1	5164
2852	SEPTEMBER	September	184244	6i/1	5176
2853	OCTOBER	October	184295	6i/1	5175
2854	NOVEMBER	November	184346	6i/1	5174
2855	DECEMBER	December	184397	6i/1	5166
2860	BOLT (MOVE IN HASTE)	rush	233171	4b.4/9	3293
2861	BUDGE (ONESELF)	budge	151793	4b.4/3	3208
2862	CONNECT	connect	209897	4d.2/1.3	3426
2864	DECREASE	decrease	1574	6c/	4902
2865	DIE (FROM ACCIDENT)	perish	1857	1a/1.6	80
2867	CALCULATE	calculate	211529	5d/1.13.1	4335
2869	BOTHER (HARASS)	bother	1478	4a/	2972
2870	RECOGNIZE (SOMEBODY)	recognize	1913	5d/1.13.1	4347
2871	SWING (MOVEMENT)	swing	45773	4b.4/4	3239
2877	RUSTLE (OF LEAVES)	rustle	72192	6a/	4834
2879	SOUND (OF INSTRUMENT OR VOICE)	sound	1008	6a/	4837
2880	HALT (STOP)	stop	2005	4b.4/11	3191
2881	URGE (SOMEONE)	urge	271965	5f/10.3	4664
2882	ADD	add	45216	6h/	5055
2883	DISTURB	disturb	1607	5d/1.6.2	4433
2884	HANG	hang	1716	4a/1.5	2793
2885	HERD (SOMETHING)	herd	35238	2a.1/1	1092
2886	PRODUCE	produce	406196	4d.3/	3462
2889	TWINKLE	sparkle	159145	5c/11.1	3747
289	MOLD	mold	292317	2b.1/4.1	2023
2891	TIE UP (TETHER)	tether	271353	9e/	6257
2892	MAKE ANGRY (ANNOY)	annoy	1414	5d/1.6.1	4424
2893	NOTICE (SOMETHING)	notice	21465	5d/1.11.1	4242
2894	TUMBLE (FALL DOWN)	tumble	45803	4b.4/3	3222
2896	CAUSE TO (LET)	let	155877	4f.1/	3516
2898	CONVEY (A MESSAGE)	convey	1548	4f.5/	3598
29	GELD	castrate	211070	1b/9.2.2.4	1040
290	ADZE	adze	279806	9a/	5641
2900	PROTECT	protect	220556	4a/2.1	2841
2903	CHAT (WITH SOMEBODY)	chat	152108	5f/8	4798
2904	RINSE	rinse	179812	4b.3/	3134
2905	KNIT	knit	308770	4d.3/	3458
2906	TRANSLATE	translate	2046	5f/16	4717
2907	ROT	wither	220301	2b.2/	2078
2909	PREPARE	prepare	1884	4d.3/	3461
291	PULL OFF (SKIN)	to skin	271298	1a/6.5	522
2910	BACK (DIRECTION)	back (direction)	182612	1a/4.8	319
2911	BACKWARD	backward	289309	6j/8	5319
2912	FORWARD	forward	18472	6j/8	5326
2914	ONCE (IN THE PAST)	formerly	2120	5c/8.3	4140
2916	INSTANTLY (IMMEDIATELY)	instantly	285592	6i/3	5209
2919	STILL (CONTINUING)	still	12208	5c/3.1	3889
292	RUG	rug	353	9c/4	5964
2920	SUDDENLY	suddenly	2155	6i/	5260
2921	THEN	then	2142	6i/4	5244
2923	THITHER (THERE TO)	thither	22604	6j/4	5293
2924	A LITTLE	bit	271923	9e/	6214
2925	HITHER (HERE TO)	hither	155042	6j/3	5288
2926	HARDLY	hardly	154848	5c/2.1	3760
2929	BENEFIT	profit	1888	9d/	6164
2931	BUSINESS	business	151851	9d/	6070
2932	COLD (CHILL)	chill	340039	6c/	4884
2933	CONVERSATION	conversation	11837	5f/8	4805
2934	CUCKOO	cuckoo	232728	2a.1/11.2	1141
2935	CURRENT (STREAM)	current	937	x/	6325
2939	FLOCK (OF ANIMALS)	flock	293978	2a.1/11.2	1146
294	TUMPLINE	tumpline	50895	3c/2.1.1	2696
2940	GATE	gate	281	9c/5	5974
2941	HAPPINESS	happiness	154830	5d/1.1.1	4189
2942	HOARFROST	hoarfrost	36163	2c.1/1	2090
2943	BUNDLE	bundle	273702	6h/	5066
2946	CRADLE	cradle	30920	9c/4	5956
2947	DAMAGE (INJURY)	damage	1567	4b.1/	3039
2949	LAIR	lair	155648	2a.1/18	1339
295	WHETSTONE	whetstone	50614	9a/4	5640
2950	MEANING	meaning	309022	5a/	3635
2951	POUCH	pouch	58688	1a/9.7.1	759
2952	SLAB	slab	70038	2c.1/10	2128
2953	SLEEVE	sleeve	199187	3c/2.3	2738
2954	SLICE	slice	286368	4c.4/2	3340
2955	STATE (POLITICS)	state	275375	5f/3	4737
2956	TUBE	tube	77626	1a/9.7	756
2958	LAUGHTER	laughter	19000	1b/8.9	1021
296	CROUCH	squat	19241	4a/1.4.1	2790
2960	LONGING (WISH)	desire	60578	5d/1.14.3	4365
2961	MESSAGE	message	156379	9a/	5728
2963	NET	net	727	9a/4	5638
2965	PAW	paw	585	1a/5.4	412
2966	PERCH (FISH)	perch	271026	2a.1/11	1112
2968	REASON	reason	274165	5d/1.13.1	4345
297	CROOKED	crooked	221882	6f/	5015
2971	SIN	sin	50549	9d/3.1	6048
2973	STRAP	strap	292511	3c/2.3	2739
2975	THOUGHT	thought	167013	5d/	4603
2977	WORKER	worker	195719	4a/1	2781
2978	DISTANCE	distance	35989	6j/7	5307
298	SHRIEK	shriek	20137	5f/4.1	4744
2980	AREA	area	137196	6j/7	5302
2982	GIFT	gift	170581	9d/	6111
2983	COMPANIONSHIP	company	275363	3a/12	2421
2984	HEAP	heap	18533	4a/2.1	2822
2985	HEIGHT	height	305785	5c/5.3	4028
2987	AMOUNT	amount	284696	6h/	5059
2988	PATTERN	pattern	123462	9d/	6152
299	SCOLD	scold	216068	5f/1	4638
2990	SACK	sack	286253	9a/	5767
2992	TIP (OF OBJECT)	tip	77599	6j/1	5264
2993	STROKE (OF PEN)	stroke	159533	5e/	4623
2995	TONE (MUSIC)	tone	11845	8/2.1.1	5480
2996	WEALTH	wealth	277170	9d/	6206
2997	COLORFUL	multicolored	222953	6b/	4855
2998	DAMP	damp	21788	4b.3/	3109
2999	EVERYWHERE	everywhere	2111	6k/4.0	5400
3	BRAVE	brave	1181	5d/1.10.4.	4217
300	RATTLE	rattle	263147	6a/	4832
3001	POWERFUL	powerful	331583	1a/1.5	51
3002	PRECIOUS	precious	279751	5c/8.1	4087
3003	SOLID	solid	1350	1b/1.5	839
3004	FORMER	former	154234	5c/8.3	4139
3005	FAMILIAR	familiar	153736	5c/7.2	4071
3006	SPACE (AVAILABLE)	space	20915	6j/7	5313
301	CHIEFTAIN	chief	238832	3a/5.2	2543
3010	WAGTAIL	wagtail	160687	2a.1/11.2	1178
3011	GRUB	grub	63253	2a.1/14	1256
302	CLAN	clan	621	3a/12.2	2429
3020	BREAK (BREAKING)	burst	1489	6c/	4880
3025	BARN OR SHED	shed	286317	9c/1	5907
3028	GRAVEL	gravel	959	2c.1/10	2122
303	ABSTAIN FROM FOOD	abstain	62474	4c.7/1.2	3369
304	PREACH	preach	1882	5f/15	4711
3044	BOVINE	bovine	185519	2a.1/1	1083
3046	FODDER	fodder	191087	2b.1/3.3.4	1945
3049	COURAGE	courage	206174	5d/1.10.4.	4224
305	GRANDPARENTS	grandparent	330885	3b/1	2601
3050	SEEDLING	seedling	191231	2b.1/4.2	2042
3053	TIGHT	tight	224891	5c/5.1	4015
3055	SWINDLE	cheat	1511	4f.1/	3499
3057	FLAIL	flail	200921	9a/1	5575
3059	MALARIA	malaria	194648	9a/1	5586
3060	PHEASANT	pheasant	187151	2a.1/11.2	1165
3061	PHLEGM	phlegm	194189	1a/8.4	637
3062	TURNIP	turnip	190568	2b.1/3.2	1588
3063	RAMIE	ramie	190160	2b.1/4.2	2039
3064	RUST	rust	181949	2c.1/5	2241
3065	SADDLE	saddle	201941	9e/	6245
3066	SCARF OR TURBAN	scarf	19134	3c/2.1.1	2693
3069	FALSE	false	224585	5c/8.2	4111
307	HAWK	hawk	11155	2a.1/11.2	1147
3071	INSERT	insert	55562	4a/	2996
3072	MISPLACE	lose	220658	4c.7/1.1	3362
3073	MANAGE	manage	343726	5b/	3684
3074	FIX	fix	305620	4d.4/	3466
3075	SLANTED	slanting	170851	5c/5.1	4000
3076	SLOPE	slope	181490	5c/5.1	4003
3078	IRRIGATE	irrigate	155429	4b.3/	3125
3080	SPLIT OPEN	crack	1556	2c.1/8	2302
3081	CROPS	crops	189395	1a/7.6.1	600
3083	BALLOON	balloon	151004	9d/	6066
3085	CARROT	carrot	151958	2b.1/3.2	1543
3091	LEMON	lemon	123	2b.1/3.2	1560
31	PAN	pan	79934	9b/	5861
3102	TANK	tank	939	9a/	5787
3105	UMBRELLA	umbrella	392	3c/2.2	2733
3106	WARDROBE	wardrobe	18618	3c/2.1	2686
3110	CLAP	clap	1519	6a/	4818
3111	CONDUCT	conduct	30221	4a/2.2	2897
3114	GRATE (SOMETHING)	grate	179254	9c/	5996
3116	HATCH (OUT)	hatch	220046	1a/1.2	14
3119	MASSAGE (SOMEBODY)	massage	12135	5e/	4611
3128	SHOWER (ACTION)	shower	158685	4b.3/	3138
3130	SPILL (SOMETHING)	spill	1989	4b.3/	3143
3131	SUNBATHE	sunbathe	159615	1b/6.5.3	995
3134	TYPE (ON SOMETHING)	type	69171	5a/	3659
3137	OAR	oar	36507	9a/	5737
3138	STRAWBERRY	strawberry	49277	2b.1/3.2	1582
3139	LADYBUG	ladybird	50340	2a.1/11.2	1153
3140	VEST	vest	160628	3c/2.1.2	2705
3142	BISON	bison	291803	2a.1/1	1082
3153	LORD	lord	11357	3a/5	2538
3157	CIVET	civet	152219	2a.1/7	1398
3160	SLAP	slap	1974	4c.1/	3306
3162	CROSS-COUSIN	cross-cousin	78661	3b/2	2617
3166	TWENTY TWO	twenty-two	265071	6h/	5157
3168	DOWRY	dowry	46207	9d/	6097
3169	TREATY	treaty	768	9d/	6197
3171	RINGWORM	tinea	351518	1a/6.5.3	545
3172	SCABIES	scabies	10100	1a/6.5	516
3174	WAKE UP (SOMEONE)	wake	2069	1a/1.4	43
3176	RACK (FOR STORING FOOD)	rack	157818	9a/	5757
318	FOOTPRINT	footprint	10094	1a/5.2.5	404
3181	MUSTARD	mustard	18900	2b.1/3.1	1520
3187	DROWNED	drowned	35447	4b.3/	3120
319	LICK	lick	207347	1b/3.3.1	927
3193	CROSSBOW	crossbow	11725	9e/	6227
32	EARWAX	earwax	8810	1a/2.7.3	205
320	LAME	lame	9928	1b/5.19	977
3200	COUNTRYSIDE	countryside	152590	6k/4.0	5394
3202	CANNON	cannon	201584	9e/	6223
3204	INSULT	insult	1753	5f/2.1	4728
321	CHEW	chew	207296	1a/3.4.5	255
3213	HIRE OR RENT	hire	44596	4f.4/	3580
3215	CREEP	creep	1558	4b.4/9	3286
322	FIG	fig	241157	2b.1/3.2	1547
3222	TWIG	twig	46288	2b.1/1.2	1485
3224	WRING	wring	64494	4b.4/6	3268
323	FAT (ORGANIC SUBSTANCE)	fat	1223	1a/6.4	506
3230	DECEIVE	deceive	1571	5d/3.4.4.2	4539
3231	DEITY	deity	152946	9d/1.1	6011
3241	CORIANDER	coriander	302131	2b.1/3.3.1	1656
3243	CYPRESS	cypress	296696	2b.1/1.1	1431
3248	MAPLE TREE	maple	74376	2b.1/1.1	1438
3252	PANCREAS	pancreas	132544	1a/7.7	613
3257	CLITORIS	clitoris	10671	1a/9.5	727
3258	FALCON	falcon	48175	2a.1/11.2	1144
326	CLOAK	cloak	18993	3c/2.1.2	2701
3260	HORNBILL	hornbill	441	2a.1/11.2	1150
3261	HORNET	hornet	233930	2a.1/14	1263
3262	HORSEFLY	horsefly	271793	2a.1/14	1264
3263	LAP	lap	556	1a/4.4.1	300
3267	PULSE	pulse	10146	1a/7.1.1	575
3268	QUESTION	question	31	5f/7.1	4790
3269	PORCH	veranda	44288	9c/3.2	5947
3270	SEROW	serow	248915	2a.1/4	1376
3274	ENCIRCLE	surround	214997	4a/2.2	2923
3276	SUNSHINE	sunshine	11338	2c.1/11	2147
3279	MANTIS	mantis	233389	1a/9.9.4	781
3280	TUSK	tusk	590	1a/3.4.1	248
3282	GROOM	groom	36126	3a/7.2	2569
3283	CAGE	cage	151892	1a/4.4.2	304
3284	GRAVEYARD	cemetery	176119	6k/5	5420
3287	BLOOM	bloom	220199	2b.2/	2049
3288	WEED	weed	12023	2b.1/4.1	2031
3299	KIND	kind	1266	5d/3.2.1	4511
33	NETTLE	nettle	50565	2b.1/1.2	1460
330	HEADBAND	headband	48569	3c/2.1.1	2690
3300	POLITE	polite	1304	4f.1/	3526
3302	QUARREL (VERB)	argue	170970	5f/2.1	4718
3303	PICTURE (PAINTING)	painting	48777	9d/	6151
3304	PICTURE (PHOTOGRAPH)	photo	157285	9f/	6288
331	HEADDRESS	headdress	305774	3c/2.1.1	2692
3313	JACKAL	jackal	232763	2a.1/6	1393
3314	LYNX	lynx	233116	2a.1/7	1403
3320	SNARE (TRAP)	snare	286386	9e/	6252
3325	PEARL	pearl	257071	2a.1/13	1216
3327	AUTUMN OR HARVEST SEASON	harvest	154852	2b.2/	2057
333	PLAIT	plait	191945	1a/2.3.2	129
3330	LENTILS	lentil	344505	2b.1/3.1	1514
3336	FUNERAL	funeral	35511	9d/	6108
3349	WRISTWATCH	wristwatch	199034	3c/3	2759
3353	SIEVE (TOOL)	sieve	48558	9b/	5875
3356	INCENSE	incense	69020	9d/	6115
3361	OFFICIAL	official	195566	9d/	6144
3363	NOT HAVE	NEG+have	217496	8/7.2	5538
3367	STUTTERER	stutterer	126193	5f/4.7	4758
3368	POWDER	powder	369	2c.1/12	2161
337	PITCHFORK	pitchfork	157396	9a/1	5591
3372	GALL BLADDER	gall bladder	10641	1a/7.3	580
3373	HAN CHINESE	Chinese	196025	3a/1	2374
3374	TIBETAN	Tibetan	69147	3a/1	2392
3375	PATIENT (SICK PERSON)	patient	157196	3a/3.1.5	2511
3376	ROBBER	robber	158171	4a/2.1	2860
3377	EMPEROR	emperor	36027	3a/5	2533
338	RAKE	rake	201125	9a/	5760
3380	HUNTING DOG	hound	233140	2a.1/6	1390
3382	PEACOCK	peacock	234133	2a.1/11.2	1162
3384	WEASEL	weasel	233200	2a.1/15	1318
3385	ALUMINIUM	aluminum	150719	2c.1/5	2226
3386	SULPHUR	sulphur	286488	2c.1/5	2249
3388	PLACENTA	placenta	10676	1a/9.6	738
3389	MEASLES	measles	35638	9a/1	5587
3391	RICE STRAW	straw (rice)	286980	2b.1/3.3.2	1809
3396	BUILDING	building	292024	9c/6	5984
34	STAIRS	stairs	159316	9c/3.1	5940
3403	HORSE BARN	stable	159313	9c/5	5980
3404	TILE	tile	198218	9d/	6191
3405	RULER	ruler	275451	3a/5.2	2548
3406	MERCHANDISE	goods	275880	9f/	6277
3407	FILE (TOOL)	file	31696	4c.4/1	3312
341	SICKLE	sickle	200870	9a/1	5601
3415	BALDHEAD	baldhead	10298	1a/2.3.3	132
3416	EVERY (EACH)	each	240403	6h/	5070
342	HAY	hay	296	2b.1/3.3.2	1790
3423	DRILL	drill	44573	4c.8/	3403
3424	SHEATH	sheath	178485	9e/	6248
3425	JOKE	joke	1767	5f/9	4816
3426	SURNAME	surname	206276	9d/	6184
3427	DIRECTION	direction	21441	6j/8	5324
3429	COMPARE	compare	1529	5d/	4565
343	VINE	vine	160648	2b.1/4.1	2030
3433	AUTONYM (OF PEOPLE)	autonym	196076	3a/1	2368
344	TREE TRUNK	trunk	1034	1a/4.1	273
3446	PINK	rose	273181	2b.1/3.1	1528
345	SAP	sap	1035	2b.1/3.3	1652
3452	MUCH	much	22309	5c/2.1	3770
3455	COMMEND	praise	1880	5f/2.2	4730
3458	SILENCE	silence	158737	5f/4.6	4754
346	BANYAN	banyan	233589	2b.1/1.1	1426
3466	DANGEROUS	dangerous	1199	5c/8.2	4109
3468	KINDNESS	kindness	155561	5d/3.2.1	4513
3469	LEVEL	level	58966	5c/5.4	4037
347	SORGHUM	sorghum	189752	2b.1/3.1	1531
3470	LIAR	liar	19110	3a/11.3	2418
3471	OBLIGATION (DUTY)	duty	287230	5a/	3617
3479	TWENTY NINE	twenty-nine	234449	6h/	5155
3480	THIRTY ONE	thirty-one	159997	6h/	5145
35	TAMARIND	tamarind	234312	2b.1/3.2	1585
351	TARO	taro	189956	2b.1/3.2.1	1644
352	UNTIE	untie	213722	4d.2/1.1	3420
353	STRIKE	strike	45756	4c.1/	3307
3533	ONE MILLION	million	11904	6h/	5100
3534	BEG	beg	1430	5f/10.3	4660
3535	BE DEFEATED	defeated	170675	4b.2/	3081
354	POUND	pound	11036	4c.1/	3304
3545	WATERY	watery	160817	2c.1/4	2224
355	CUT DOWN	fell	72790	4a/1.4.4	2792
3551	FETCH	fetch	1677	4a/2.2.3	2934
3552	GREET	greet	45488	5f/11	4673
3554	GOODBYE	farewell	305574	5f/11	4672
3556	FORTY ONE	forty-one	36082	6h/	5091
356	SHEARS	scissors	203420	9a/3	5632
359	POTTER	potter	290535	3a/3.1.4	2502
3608	WARRIOR	warrior	761	3a/6	2557
361	PEG	peg	157243	9f/	6287
3612	INDIGENOUS PEOPLES OF THE AMERICAS	Indian	11257	3a/1	2379
3613	LOWER BACK	lower back	172915	1a/4.8.1	322
3614	PANT	pant	9944	1b/1.2.2	811
3615	BLEED	bleed	10627	1b/6.2	987
3616	FAINT (PASS OUT)	faint	1667	1b/1.5.1	845
3617	STUMBLE	stumble	234874	4b.4/3	3217
362	STRING	string	358	9a/	5786
3620	SLEEPY	sleepy	10113	1b/1.4.1	837
3621	DISABLED PERSON	cripple	21422	3a/7.1	2558
3624	LEPROSY	leprosy	890	9a/1	5583
3625	HEADACHE	headache	10295	1a/2.1	92
